r_def,cd_a,cve_ent,con,upm,d_sem,n_pro_viv,v_sel,n_hog,h_mud,n_ent,per,n_ren,eda,n_inf,p1,p1a1,p1a2,p1a3,p1b,p1c,p1d,p1e,p2_1,p2_2,p2_3,p2_4,p2_9,p2a_dia,p2a_sem,p2a_mes,p2a_anio,p2b_dia,p2b_sem,p2b_mes,p2b_anio,p2b,p2c,p2d1,p2d2,p2d3,p2d4,p2d5,p2d6,p2d7,p2d8,p2d9,p2d10,p2d11,p2d99,p2e,p2f,p2g1,p2g2,p2h1,p2h2,p2h3,p2h4,p2h9,p2i,p2j,p2k_anio,p2k_mes,p2k,p3,p3a,p3b,p3c1,p3c2,p3c3,p3c4,p3c9,p3d,p3e,p3f1,p3f2,p3g1_1,p3g1_2,p3g2_1,p3g2_2,p3g3_1,p3g3_2,p3g4_1,p3g4_2,p3g9,p3g_tot,p3h,p3i,p3j1,p3j2,p3k1,p3k2,p3k3,p3k4,p3k5,p3k9,p3l,p4,p4_1,p4_2,p4_3,p4a,p4a_1,p4b,p4c,p4d1,p4d2,p4d3,p4e,p4f,p4g,p4h,p4i,p4i_1,p5,p5a,p5b_hlu,p5b_mlu,p5b_hma,p5b_mma,p5b_hmi,p5b_mmi,p5b_hju,p5b_mju,p5b_hvi,p5b_mvi,p5b_hsa,p5b_msa,p5b_hdo,p5b_mdo,p5b_thrs,p5b_tdia,p5c,p5d1,p5d_hlu,p5d_mlu,p5d_hma,p5d_mma,p5d_hmi,p5d_mmi,p5d_hju,p5d_mju,p5d_hvi,p5d_mvi,p5d_hsa,p5d_msa,p5d_hdo,p5d_mdo,p5d_thrs,p5d_tdia,p5e,p5f1,p5f2,p5f3,p5f4,p5f5,p5f6,p5f7,p5f8,p5f9,p5f10,p5f11,p5f12,p5f13,p5f14,p5f15,p5f99,ur,tipo,mes_cal,fac_tri,fac_men,cve_mun,cvegeo
00,03,19,40277,1901476,208,0071,04,1,0,2,425,04,16,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,2,11,393,1257,006,19006
00,03,19,40278,1903663,204,0088,03,1,0,2,425,01,79,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,2,3, ,,1, , , , ,4, ,2001,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,10,643,1991,019,19019
00,03,19,40278,1903663,204,0047,05,1,0,2,425,01,46,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4111,2,1, ,2,3, , ,1,2,2,02,1,015,2,001, ,, ,, ,016, , , , , , , , , , ,,1, , ,2,4330,2,4,2, , ,3, ,, ,5,2,3,3, ,07,00,07,00,07,00,07,00,07,00,00,00,00,00,035,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,643,1991,019,19019
00,03,19,40278,1903663,204,0047,05,1,0,2,425,02,42,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,,1,2,3, , ,2, ,2014,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,10,643,1991,019,19019
00,03,19,40278,1903663,204,0047,05,1,0,2,425,05,21,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,5113,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , ,1,2, , , , ,02,3, , , ,8140,1, , , , , , ,, , , , ,3, ,08,00,08,00,08,00,08,00,08,00,05,00,00,00,045,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,643,1991,019,19019
00,03,19,40282,1904783,211,0008,05,1,0,2,425,01,42,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2630,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,1,3,1,2,3, , , ,06,1, , ,2,4850,1,4,1, , , ,1,, ,1,3,3,3, ,10,00,10,00,10,00,10,00,10,00,08,00,00,00,058,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,640,2047,021,19021
00,03,19,40282,1904783,211,0008,05,1,0,2,425,02,35,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,1,1,09,1,2,3, , ,2, ,2020,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,640,2047,021,19021
00,03,19,40283,1905598,203,0110,03,1,0,2,425,01,28,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4111,2,1, ,2,3, , ,1,1,1,,1,010, ,, ,, ,, ,010, , , , , , , , , , ,,1, , ,2,4350,2,4,1, , , ,1,, ,1,3,3,3, ,08,00,08,00,08,00,08,00,08,00,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,785,2425,026,19026
00,03,19,40283,1905598,203,0110,03,1,0,2,425,02,25,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,5212,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,1, , , ,8121,1,4,1, , , ,4,06,2, , , ,3, ,00,00,00,00,00,00,08,00,08,00,08,00,00,00,024,3,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,785,2425,026,19026
00,03,19,40284,1905947,206,0063,01,1,0,2,425,01,30,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,3101,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,99,1,1,6, ,9314,1,3, ,1,6,3, ,, , , , ,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,773,2473,026,19026
00,03,19,40284,1905947,206,0063,01,1,0,2,425,02,29,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,1523,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,11,1, , ,2,4651,2,4,2, , ,3, ,, ,1,3,3,3, ,12,00,12,00,12,00,12,00,12,00,12,00,12,00,084,7,2,1,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,03,,,,,,,,,,,,,,14,,,1,1,11,773,2473,026,19026
00,03,19,40264,1912777,209,0028,02,2,0,2,425,03,15,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,,1, , , , ,2, ,2025,05,1,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,415,1397,046,19046
00,03,19,40275,1900840,207,0101,04,1,0,2,425,01,40,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2637,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,2, , , ,2381,1,4,1, , , ,4,08,2, , , ,3, ,06,00,06,00,06,00,06,00,06,00,06,00,00,00,036,6,2,2,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,368,1178,006,19006
00,03,19,40278,1903663,204,0088,03,1,0,2,425,02,78,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,,1, , , , ,2, ,1975,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,10,643,1991,019,19019
00,03,19,40297,1910472,206,0034,02,1,0,2,425,01,54,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4211,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , ,1, , , , , ,02,2, , , ,4681,1,4,1, , , ,3,,9, , , ,3, ,08,00,08,00,08,00,08,00,08,00,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,2,11,345,1105,039,19039
00,03,19,40297,1910472,206,0034,02,1,0,2,425,02,57,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,,1, , , , ,2, ,2024,06,2,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,2,11,345,1105,039,19039
00,03,19,40297,1910472,206,0034,02,1,0,2,425,03,25,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4211,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2, , , , ,99,1, , , ,4681,1,4,1, , , ,3,,3, , , ,3, ,08,00,08,00,08,00,08,00,08,00,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,2,11,345,1105,039,19039
00,03,19,40297,1910472,206,0034,02,1,0,2,425,04,19,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2614,1, , , , , , , , , ,, ,, ,, ,, ,, ,,2, , , , , , , , , ,02,1, , , ,5413,1,4,1, , , ,3,,9, , , ,3, ,04,00,04,00,04,00,04,00,04,00,00,00,00,00,020,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,15,,1,2,11,345,1105,039,19039
00,03,19,40297,1910472,206,0003,04,1,0,2,425,01,58,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,,1,2, , , ,3, ,2023,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,345,1105,039,19039
00,03,19,40302,1912438,208,0109,03,1,0,2,425,01,48,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4221,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,99,1, , ,2,4340,2,4,2, , ,3, ,, ,1,3,3,3, ,08,00,08,00,08,00,08,00,08,00,05,00,00,00,045,6,2,1,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,01,,,,,,,,,,,,,,14,,,1,1,11,690,2211,046,19046
00,03,19,40302,1912438,208,0109,03,1,0,2,425,02,48,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4222,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, , , , , ,5, ,99,1, , ,2,5240,1,4,2, , ,3, ,, ,1,2,3,3, ,05,00,05,00,05,00,08,00,08,00,00,00,00,00,031,5,2,2,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,690,2211,046,19046
00,03,19,40302,1912438,208,0109,03,1,0,2,425,03,24,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,5101,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,04,1, , ,2,7221,1,4,2, , ,3, ,, ,1,3,3,3, ,08,00,08,00,08,00,00,00,08,00,08,00,08,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,690,2211,046,19046
00,03,19,40310,1906792,206,0134,03,1,0,2,425,01,38,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,,1, , , , ,2, ,2011,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,401,502,026,19026
00,03,19,40310,1906792,206,0134,03,1,0,2,425,02,38,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2511,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2, , , , ,04,1, , , ,6112,1,2, ,1,3,3, ,, , , , ,3, ,09,00,09,00,09,00,09,00,09,00,06,00,00,00,051,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,401,502,026,19026
00,03,19,40310,1906792,206,0134,03,1,0,2,425,03,12,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,401,502,026,19026
00,03,19,40321,1905754,110,0046,52,1,0,3,425,01,44,03,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,3115,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,11,1, , ,2,4810,1,4,2, , ,3, ,, ,1,1,3,3, ,12,00,12,00,12,00,12,00,00,00,00,00,00,00,048,4,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,555,1827,026,19026
00,03,19,40321,1905754,110,0046,52,1,0,3,425,03,18,03,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,,1, , , , ,2, ,2025,06,1,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,555,1827,026,19026
00,03,19,40321,1905754,110,0046,52,1,0,3,425,04,16,03,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,,1, , , , ,2, ,2025,07,1,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,555,1827,026,19026
00,03,19,40321,1905754,110,0046,52,1,0,3,425,05,13,03,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,555,1827,026,19026
00,03,19,40321,1905754,110,0076,53,1,0,3,425,01,39,03,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2331,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2, , , , ,07,1,1,3, ,6112,1,2, ,1,3,3, ,, , , , ,3, ,05,00,05,00,05,00,05,00,05,00,00,00,00,00,025,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,555,1827,026,19026
00,03,19,40321,1905754,110,0076,53,1,0,3,425,02,12,03,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,555,1827,026,19026
00,03,19,40321,1905754,110,0076,53,1,0,3,425,03,40,03,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2331,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2, , , , ,07,1,1,3, ,6112,1,2, ,1,3,3, ,, , , , ,3, ,05,00,05,00,05,00,05,00,05,00,00,00,00,00,025,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,555,1827,026,19026
00,03,19,40323,1906364,112,0076,54,1,0,3,425,01,45,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,7212,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,08,1, , ,2,3320,1,4,2, , ,3, ,, ,1,2,3,3, ,10,00,10,00,10,00,10,00,10,00,00,00,00,00,050,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,248,818,026,19026
00,03,19,40323,1906364,112,0076,54,1,0,3,425,02,34,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,8342,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , ,1,2, , , , ,09,1, , ,2,4850,1,4,2, , ,3, ,, ,1,3,3,3, ,08,00,08,00,08,00,08,00,08,00,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,248,818,026,19026
00,03,19,40323,1906364,110,0040,76,1,0,3,425,01,52,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,,1, , , , ,2, ,2015,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,2,12,248,818,026,19026
00,03,19,40323,1906364,110,0040,76,1,0,3,425,02,60,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,2,3, ,,1, , , , ,4, ,2023,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,2,12,248,818,026,19026
00,03,19,40328,1907601,111,0092,54,1,0,3,425,01,51,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2632,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2, , , , ,99,1, , ,2,4681,1,4,2, , ,3, ,, ,1,2,3,3, ,08,00,08,00,08,00,08,00,08,00,05,00,00,00,045,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,560,1840,031,19031
00,03,19,40328,1907601,111,0092,54,1,0,3,425,02,45,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,,1, , , , ,2, ,2025,02,1,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,560,1840,031,19031
00,03,19,40328,1907601,111,0092,54,1,0,3,425,03,18,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,8212,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,11,1, , ,2,3330,1,4,2, , ,3, ,, ,1,1,3,3, ,08,00,08,00,08,00,08,00,08,00,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,560,1840,031,19031
00,03,19,40330,1907900,102,0072,53,1,0,3,425,01,32,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2632,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,06,1, , ,2,4840,1,4,2, , ,3, ,, ,1,2,3,3, ,10,00,10,00,10,00,10,00,10,00,06,00,00,00,056,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,832,2584,031,19031
00,03,19,40330,1907900,102,0072,53,1,0,3,425,02,43,02,2,1, , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,9611,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , , , , , ,5, ,01,3, , , ,8140,1, , , , , , ,, , , , ,3, ,00,00,00,00,00,00,00,00,06,00,00,00,00,00,006,1,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,15,,1,1,10,832,2584,031,19031
00,03,19,40332,1908589,108,0001,51,1,0,3,425,02,46,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,7513,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,2, , , ,7221,1,4,1, , , ,4,06,4, , , ,3, ,00,00,00,00,00,00,00,00,08,00,08,00,00,00,016,2,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,530,1659,039,19039
00,03,19,40332,1908589,108,0023,52,1,1,3,425,01,54,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,9621,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , ,1,2, , , , ,02,1, , , ,6211,1,4,1, , , ,2,,1, , , ,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,530,1659,039,19039
00,03,19,40321,1905754,110,0046,52,1,0,3,425,02,45,03,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,3115,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,07,1, , ,2,2382,1,4,2, , ,3, ,, ,1,1,3,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,555,1827,026,19026
00,03,19,40332,1908589,108,0001,51,1,0,3,425,01,56,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,6,1,1,07,1, , , , ,5, ,2015,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,530,1659,039,19039
00,03,19,40332,1908589,108,0001,51,1,0,3,425,03,87,03,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,530,1659,039,19039
00,03,19,40332,1908589,108,0023,52,1,1,3,425,02,36,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,3121,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2, , , , ,05,1, , ,2,4620,2,4,2, , ,3, ,, ,1,3,3,3, ,08,00,08,00,08,00,08,00,08,00,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,530,1659,039,19039
00,03,19,40332,1908589,108,0023,52,1,1,3,425,04,21,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,9411,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2, , , , ,04,1, , ,2,7221,1,4,2, , ,3, ,, ,1,2,3,3, ,00,00,08,00,08,00,08,00,08,00,08,00,08,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,530,1659,039,19039
00,03,19,40332,1908589,108,0023,52,1,1,3,425,07,16,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,530,1659,039,19039
00,03,19,40333,1908713,104,0093,52,1,0,3,425,01,53,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,7221,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,2, , , ,3320,1,4,1, , , ,4,06,2, , , ,3, ,08,00,08,00,08,00,08,00,08,00,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,260,808,039,19039
00,03,19,40333,1908713,104,0093,52,1,0,3,425,03,25,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,3132,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,11,1, , ,2,3360,1,4,2, , ,3, ,, ,1,3,3,3, ,08,00,08,00,08,00,08,00,08,00,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,260,808,039,19039
