id_hogar,id_persona,año,ingreso_hogar_trimestral_mxn,saldo_cuenta_mxn,gastos_mensuales_mxn,deuda_actual_mxn,tipo_cuenta_bancaria,banco_principal,gasto_alimentacion_mxn,gasto_transporte_mxn,gasto_salud_mxn,gasto_educacion_mxn,gasto_entretenimiento_mxn,gasto_vivienda_mxn,tiene_seguro_medico,tiene_afore,ahorro_informal_mxn,tiene_credito_previo,tipo_credito,morosidad_historica,num_productos_financieros
64665,845,2023,80500,81800,27800,68800,Débito,Banamex,2000,1300,500,1100,600,5700,No,Sí,12800,No,Ninguno,No,2
25492,845,2024,51100,12700,11100,14800,Ambas,Santander,2200,1700,1500,900,1000,3600,No,Sí,7600,No,Ninguno,No,2
13717,845,2025,48100,19400,12100,20100,Ninguna,Inbursa,2600,900,600,500,700,5300,Sí,Sí,6200,Sí,Ninguno,No,2
31329,845,2026,38100,16500,6800,11800,Débito,HSBC,2500,800,500,500,2200,5600,No,Sí,2600,No,Ninguno,No,3
59828,846,2023,48600,23300,10000,7000,Ninguna,BBVA,4200,1300,600,300,1400,1700,No,Sí,1500,No,Ninguno,No,2
76957,846,2024,79000,10300,9500,24500,Débito,Banamex,1900,600,1000,3100,2000,3300,Sí,No,3700,Sí,Ninguno,No,4
92026,846,2025,2900,5200,5700,2000,Ambas,Banorte,3400,1400,1500,700,500,3600,No,No,1200,No,Ninguno,Sí,2
70639,846,2026,379400,70200,39600,85700,Ambas,BBVA,4000,600,1400,600,1300,5100,Sí,Sí,19500,Sí,Personal,No,5
21713,847,2023,5200,2200,4500,1200,Débito,Ninguno,4500,2200,500,1600,2100,5200,No,No,1300,No,Ninguno,Sí,0
46020,847,2024,11200,9600,6400,5000,Débito,Ninguno,3300,1100,500,2100,1700,2700,Sí,No,2600,No,Ninguno,No,0
43037,847,2025,104300,12700,13400,26200,Ninguna,BanBajío,5000,2000,900,3300,1100,5800,Sí,Sí,4200,Sí,Tarjeta,No,1
76538,847,2026,11300,2700,5200,2800,Ninguna,BBVA,2500,1600,1000,2500,1800,4200,Sí,No,600,No,Ninguno,No,0
43677,848,2023,90300,19000,29900,1100,Ambas,Banorte,2300,1100,400,3000,2100,1400,Sí,No,6300,Sí,Ninguno,No,1
11683,848,2024,119900,24700,12600,17000,Ambas,Banamex,4600,1100,700,800,2200,6700,Sí,No,22500,No,Ninguno,Sí,1
49597,848,2025,126700,67900,36500,73900,Ninguna,Inbursa,2800,1800,600,1600,2300,5700,Sí,Sí,7700,Sí,Ninguno,No,1
10042,848,2026,157000,110300,37500,11600,Débito,Santander,2100,3500,700,1600,1300,4300,No,No,24700,Sí,Ninguno,Sí,2
17013,849,2023,13400,8800,4100,7400,Ninguna,Ninguno,1800,1900,900,1800,900,2300,Sí,No,1400,No,Ninguno,No,2
25128,849,2024,159900,29000,15200,28100,Débito,Santander,4100,2200,100,2000,600,3000,Sí,No,6500,No,Ninguno,No,3
97501,849,2025,16300,6300,3600,1300,Crédito,Ninguno,4400,700,2000,900,2100,6600,Sí,No,800,No,Ninguno,No,2
20158,849,2026,49100,7400,13400,1200,Ambas,BanBajío,2100,2800,800,2700,2400,5800,No,No,5100,Sí,Automotriz,No,2
99071,850,2023,65000,4100,11900,18600,Débito,BBVA,2100,1800,1200,1000,1100,4900,Sí,Sí,10600,No,Ninguno,No,3
37409,850,2024,10600,6500,6300,8100,Ninguna,Ninguno,1600,2100,2300,1400,1100,6300,Sí,Sí,700,No,Ninguno,Sí,1
49809,850,2025,184700,22600,14100,6700,Ambas,BBVA,3800,2300,900,600,1000,8200,Sí,Sí,12100,Sí,Ninguno,Sí,4
38532,850,2026,168500,65800,30600,25400,Ninguna,Banorte,5000,1600,1000,1100,1800,5000,Sí,Sí,13800,Sí,Hipotecario,No,3
32020,851,2023,32000,40100,15000,16300,Débito,Inbursa,3200,2500,1600,600,1600,4500,Sí,Sí,9000,Sí,Hipotecario,No,1
83059,851,2024,3100,5800,5600,3300,Ninguna,Santander,3100,1400,400,2700,2500,3100,Sí,No,2200,No,Ninguno,Sí,0
83174,851,2025,212700,41700,16100,104800,Ambas,Santander,3800,1900,1900,4200,500,3700,Sí,No,18700,Sí,Tarjeta,No,4
65112,851,2026,79700,24300,12800,11300,Débito,Banamex,2800,3000,300,1400,700,1800,Sí,Sí,3300,Sí,Personal,No,2
79299,852,2023,82100,13800,15400,22100,Ambas,Banorte,2900,1900,400,2100,1300,4600,No,Sí,10900,Sí,Tarjeta,No,1
15253,852,2024,98300,43400,22700,19700,Débito,Banorte,2800,1700,400,900,1800,6200,No,No,10900,No,Ninguno,No,1
11216,852,2025,31600,16800,9600,7100,Ambas,BBVA,1500,1400,800,1000,2600,6100,Sí,Sí,4600,No,Ninguno,No,3
95704,852,2026,42600,36700,6800,10400,Débito,Banorte,2600,400,2000,3300,400,3200,No,Sí,6900,Sí,Automotriz,No,3
68296,853,2023,77800,32200,20600,33700,Débito,Banorte,4600,1500,1200,1300,1700,2500,Sí,No,7200,Sí,Personal,No,3
12859,853,2024,2600,5400,6000,5100,Débito,Ninguno,1900,1500,800,1400,1400,4400,No,No,2300,No,Ninguno,No,0
48125,853,2025,115300,51100,23400,58900,Ninguna,Banamex,2800,500,1700,500,1600,4100,Sí,No,14500,Sí,Automotriz,No,1
51297,853,2026,46500,47800,14400,25600,Ambas,Santander,5200,1000,900,2000,1700,3300,Sí,No,2100,Sí,Hipotecario,No,2
52733,854,2023,123100,72200,28500,41500,Ninguna,BBVA,2800,900,400,1300,800,5500,Sí,Sí,21700,Sí,Ninguno,No,3
12348,854,2024,8800,9100,5100,5200,Ninguna,BBVA,1900,1000,1200,3700,400,6200,No,Sí,1400,No,Ninguno,No,0
57617,854,2025,2100,10400,4600,3800,Ninguna,BBVA,2200,2400,1400,1100,1300,3100,Sí,Sí,2200,No,Ninguno,No,2
90139,854,2026,43600,17100,5800,12100,Débito,Ninguno,3400,2000,400,2900,1900,3300,No,Sí,4300,Sí,Personal,No,2
51537,855,2023,96800,29800,29900,45500,Débito,HSBC,3600,2100,600,1000,1300,3000,No,Sí,20800,Sí,Ninguno,Sí,1
22928,855,2024,74200,83400,33300,56600,Ambas,Banorte,4900,2300,1400,1200,1700,3600,Sí,Sí,22700,Sí,Personal,No,1
49215,855,2025,107400,108400,14700,52700,Ambas,BBVA,2100,1000,900,2700,1000,3300,Sí,Sí,27900,Sí,Tarjeta,No,1
71565,855,2026,170000,65900,14800,41200,Débito,Banorte,3500,1100,400,2200,2400,5900,No,No,5800,Sí,Personal,No,4
81588,856,2023,63700,58400,24900,30300,Ambas,BBVA,4200,800,1600,1400,800,3300,Sí,Sí,25800,No,Ninguno,No,3
46495,856,2024,15100,1900,5600,1700,Ninguna,BBVA,5300,1700,1500,400,800,3100,No,No,900,No,Ninguno,Sí,2
11660,856,2025,90200,69900,26400,12200,Débito,BBVA,3100,800,1200,400,1600,3600,Sí,No,7600,Sí,Tarjeta,No,2
77341,856,2026,79200,63000,25500,40700,Ninguna,Banorte,3500,700,1000,2400,700,3800,Sí,Sí,23500,Sí,Ninguno,No,3
41110,857,2023,7400,5800,3800,2700,Ambas,Ninguno,4000,1600,1400,1100,400,4300,No,No,700,Sí,Automotriz,Sí,0
51362,857,2024,11900,14000,5500,2200,Ninguna,Banorte,2500,2300,200,1600,2900,5600,No,No,2400,Sí,Personal,No,1
99965,857,2025,13200,5900,3800,500,Ninguna,Ninguno,2200,2800,1100,300,900,3100,No,No,2200,No,Ninguno,No,0
38155,857,2026,65500,9100,7400,12900,Débito,BBVA,4000,2600,800,1200,800,2000,No,No,1500,Sí,Tarjeta,No,5
85384,858,2023,28200,26000,5100,7400,Débito,Banamex,3200,1500,1100,300,1100,4500,Sí,Sí,9600,Sí,Ninguno,No,5
63076,858,2024,5800,11800,4600,10000,Ninguna,BBVA,4600,1400,600,1300,1700,3600,Sí,No,1700,No,Ninguno,Sí,2
68204,858,2025,63500,32800,8700,32200,Débito,BanBajío,3600,800,600,3700,600,4000,Sí,Sí,7900,Sí,Ninguno,No,4
85703,858,2026,154600,53300,20200,86400,Ambas,Santander,3900,1800,600,2000,1300,3000,Sí,Sí,24200,Sí,Personal,No,2
76375,859,2023,11500,12100,3800,8600,Ninguna,Ninguno,2000,800,200,1800,1600,3800,Sí,No,2500,No,Ninguno,No,1
66319,859,2024,78500,55500,12300,24600,Débito,Banorte,4400,600,600,1400,1600,4200,Sí,No,9000,Sí,Tarjeta,No,3
49047,859,2025,51500,8100,11800,18900,Débito,Inbursa,4000,1400,700,1700,900,3100,Sí,Sí,10500,Sí,Personal,No,2
44675,859,2026,47400,42600,9400,13500,Ambas,Ninguno,4800,1400,1400,3400,900,2600,Sí,No,12100,Sí,Personal,No,3
29785,860,2023,37900,6200,10800,30800,Ambas,Ninguno,3400,2500,1300,3400,1000,3600,No,No,11700,Sí,Ninguno,No,1
28411,860,2024,41100,43800,5500,14800,Débito,Banorte,2500,3200,1400,2600,2600,3700,Sí,Sí,3100,No,Ninguno,No,1
16123,860,2025,104000,115700,19400,31900,Débito,Banorte,4000,900,1100,2200,1000,3200,Sí,No,3000,Sí,Tarjeta,No,1
23078,860,2026,38100,15200,5500,34200,Ambas,Santander,4800,900,1200,700,600,5900,Sí,No,13300,Sí,Ninguno,No,2
53594,861,2023,6200,16400,4200,3700,Ambas,Ninguno,1900,3000,500,2800,900,4900,No,Sí,300,No,Ninguno,No,1
96810,861,2024,28300,2500,8100,15300,Débito,Inbursa,4600,2600,300,2900,1200,5000,Sí,Sí,2000,No,Ninguno,Sí,3
95477,861,2025,136600,12500,52600,47300,Débito,BBVA,3700,1100,2000,500,1400,1900,Sí,Sí,9200,No,Ninguno,No,1
44489,861,2026,167200,15500,4600,27700,Débito,BBVA,3900,1300,400,3300,900,5500,Sí,No,43000,Sí,Personal,No,1
80006,862,2023,157700,44900,9900,6100,Ambas,Ninguno,2600,1300,1100,1000,2200,3500,Sí,Sí,10800,Sí,Personal,No,2
43401,862,2024,2600,4200,4600,5200,Ninguna,Ninguno,3400,1200,1000,600,1500,5300,No,Sí,1600,No,Ninguno,No,0
20963,862,2025,79500,34300,21100,33700,Ambas,Banorte,1900,1300,600,2600,1900,1300,Sí,Sí,7100,Sí,Tarjeta,No,4
17299,862,2026,81300,51900,17300,25600,Ambas,Santander,2100,1400,1300,600,1100,8600,No,Sí,8200,No,Ninguno,No,1
30895,863,2023,23100,16200,12400,24100,Ambas,Banorte,4400,400,800,300,2500,2800,Sí,Sí,7200,Sí,Ninguno,No,2
21776,863,2024,38000,18200,8100,15700,Ninguna,BanBajío,4400,2300,200,400,1900,2500,Sí,Sí,3900,No,Ninguno,No,4
87590,863,2025,62900,9600,9800,19400,Débito,Santander,5300,1700,1700,2400,2000,8600,Sí,No,3600,No,Ninguno,No,2
38510,863,2026,57300,51400,5900,2400,Ambas,Banamex,2800,2500,2300,2900,1100,4900,Sí,No,10500,Sí,Tarjeta,No,1
59268,864,2023,104600,52700,26600,54000,Crédito,BBVA,1800,1600,2000,700,1900,4300,No,No,12300,Sí,Tarjeta,No,2
99521,864,2024,9800,3200,5500,11500,Ninguna,Ninguno,2800,2200,1200,600,1000,4700,No,No,400,No,Ninguno,No,1
28532,864,2025,104200,38900,18900,12100,Ninguna,BBVA,1300,600,200,2900,1500,3000,Sí,Sí,14300,No,Ninguno,No,2
56220,864,2026,16200,6000,3800,5000,Débito,Ninguno,4700,1600,900,900,900,4900,No,No,1300,No,Ninguno,No,1
23162,865,2023,71100,37800,6000,18800,Débito,Ninguno,2200,2000,1000,1800,900,6900,Sí,No,6200,Sí,Personal,No,3
14362,865,2024,31400,15800,16400,20500,Ambas,BanBajío,1700,1800,800,2400,1600,4000,Sí,No,6000,Sí,Ninguno,No,3
16243,865,2025,65200,30700,18400,30000,Débito,Banorte,1800,2300,2100,3500,1200,3100,No,Sí,4700,Sí,Personal,No,2
43814,865,2026,83900,19200,22300,10400,Débito,HSBC,3100,900,1600,100,500,3300,Sí,No,6900,No,Ninguno,No,1
78597,866,2023,148700,24300,11800,40800,Débito,BBVA,2100,1400,400,2900,2800,2700,Sí,No,12000,No,Ninguno,No,2
46858,866,2024,10000,3300,4800,2900,Ninguna,Ninguno,2200,1400,400,1800,1200,3400,No,No,3300,No,Ninguno,No,0
13027,866,2025,89900,58200,13500,44100,Ambas,Banorte,1500,1100,300,3000,500,2400,Sí,Sí,11300,No,Ninguno,No,3
86352,866,2026,190900,35800,22500,85400,Débito,BBVA,4700,800,1500,1400,2400,3000,No,Sí,32400,Sí,Automotriz,No,1
50518,867,2023,40700,35400,7200,4200,Débito,BBVA,2200,2500,500,2400,500,3800,Sí,No,12900,Sí,Personal,No,1
92977,867,2024,23300,24500,7800,18600,Débito,HSBC,2200,2100,1000,1500,800,5800,Sí,Sí,13600,Sí,Tarjeta,Sí,3
64408,867,2025,6700,11400,6100,4200,Ninguna,Ninguno,1500,2500,900,300,1600,4000,Sí,No,2200,Sí,Tarjeta,No,1
64342,867,2026,105800,80000,7300,27200,Débito,Banamex,2900,1600,800,1100,1600,2400,Sí,Sí,14500,No,Ninguno,No,2
86404,868,2023,2600,1200,4600,11500,Ninguna,Santander,3500,700,300,900,700,2400,No,No,2600,No,Ninguno,No,2
10016,868,2024,53200,11000,15100,26800,Débito,Santander,1400,1400,1100,1500,800,3500,No,Sí,13900,Sí,Tarjeta,No,3
16867,868,2025,11500,10800,3300,3000,Débito,HSBC,2300,2000,600,2400,2600,3600,Sí,No,900,No,Ninguno,No,1
40574,868,2026,93300,10100,8000,29600,Débito,BBVA,4100,500,400,1200,1300,6100,No,Sí,10900,No,Ninguno,No,3
29540,869,2023,93800,8700,8400,8900,Débito,BBVA,2800,2400,1100,3500,1300,3100,Sí,Sí,7700,Sí,Personal,Sí,2
43749,869,2024,2900,15200,4400,2100,Ambas,Ninguno,3900,1600,1300,1000,1300,2300,No,No,2500,No,Ninguno,No,0
72932,869,2025,130300,46900,34900,41100,Ambas,BanBajío,1900,1300,1600,2500,400,3500,Sí,No,14700,Sí,Ninguno,No,2
80382,869,2026,81800,10300,19000,25500,Débito,Banamex,3200,2500,500,1700,700,4600,Sí,No,23400,Sí,Ninguno,No,5
70310,870,2023,136600,52900,12000,14100,Ambas,Banamex,4400,1100,1600,700,900,4000,Sí,Sí,15900,No,Ninguno,No,4
62047,870,2024,92400,33000,22000,49700,Crédito,Banorte,5400,800,400,800,1400,2300,No,No,9300,No,Ninguno,No,1
88796,870,2025,170500,88700,31600,19100,Crédito,Banamex,3600,2200,700,3400,800,4400,Sí,Sí,16900,Sí,Tarjeta,No,2
62917,870,2026,3500,12800,3600,5500,Ninguna,Ninguno,4200,2600,600,2000,800,3700,Sí,Sí,300,No,Ninguno,No,1
39353,871,2023,40300,47800,8300,19800,Débito,Banorte,3800,800,400,600,1600,3700,No,No,13200,No,Ninguno,Sí,2
43303,871,2024,22600,15800,11000,11300,Ambas,HSBC,4100,1800,1600,3800,300,3600,Sí,Sí,10200,No,Ninguno,No,1
12115,871,2025,161100,74600,16600,5900,Débito,Banorte,3500,1700,800,2700,2300,3900,Sí,Sí,6100,Sí,Tarjeta,No,1
10355,871,2026,114400,65500,29600,75900,Débito,BanBajío,4800,1300,500,3300,1500,4900,Sí,Sí,14200,No,Ninguno,No,3
20344,872,2023,169600,53900,32900,49100,Débito,Banamex,2100,2800,500,1100,900,3500,No,Sí,12900,No,Ninguno,No,3
47963,872,2024,91600,15100,11800,22500,Débito,Santander,2200,3200,1000,3500,800,5600,Sí,Sí,14000,Sí,Tarjeta,No,4
25259,872,2025,250700,149500,28100,45900,Ambas,Banamex,1500,700,100,1500,2800,3500,Sí,Sí,14700,Sí,Personal,No,2
97168,872,2026,38700,16900,16700,21900,Crédito,Santander,5300,2300,1300,800,1500,8000,Sí,No,12700,Sí,Personal,No,1
20657,873,2023,149800,48300,11000,26600,Crédito,Santander,4700,3300,700,4300,2000,5400,No,No,3800,No,Ninguno,No,4
39499,873,2024,73200,45400,13700,30200,Ambas,Inbursa,4000,1600,800,2200,1300,5100,No,Sí,19200,Sí,Hipotecario,No,3
75129,873,2025,63100,17000,7000,13800,Ninguna,Santander,4400,1100,900,1000,2800,4500,No,Sí,11000,No,Ninguno,No,2
22434,873,2026,103300,57400,8700,28100,Ambas,BBVA,4600,1500,700,700,1500,5800,Sí,Sí,10300,Sí,Tarjeta,No,4
97656,874,2023,189900,14800,14000,30600,Ninguna,BBVA,2900,1800,300,900,1700,3700,No,Sí,16300,Sí,Ninguno,No,3
97403,874,2024,60500,38000,14200,19000,Débito,BBVA,2400,2200,900,2900,1100,5700,No,Sí,11800,Sí,Tarjeta,No,4
67169,874,2025,151600,89000,9800,16500,Débito,Banorte,2800,1600,400,1600,2000,6600,No,No,7000,No,Ninguno,No,2
80243,874,2026,50700,8000,11900,34000,Ninguna,BanBajío,5000,600,1200,2000,1900,3200,Sí,No,3600,No,Ninguno,No,4
83246,875,2023,134400,23700,24400,71700,Débito,Santander,4000,1600,1700,3300,1900,3900,No,No,26300,No,Ninguno,No,2
25358,875,2024,5300,800,5400,200,Ninguna,Ninguno,2300,1400,1000,1900,1500,3500,Sí,No,700,No,Ninguno,No,0
58028,875,2025,82800,65800,23300,22200,Ambas,BBVA,2500,2200,300,1600,1200,6300,No,Sí,4100,No,Ninguno,No,1
79141,875,2026,76100,10700,17300,19500,Ambas,Banamex,2200,1700,1300,1900,900,3000,Sí,Sí,13300,Sí,Ninguno,No,4
32029,876,2023,5900,4200,4400,2300,Débito,Ninguno,2100,2100,1300,2400,1200,3100,Sí,Sí,500,No,Ninguno,Sí,0
86836,876,2024,137800,46900,13100,24300,Crédito,HSBC,2000,1700,1500,1500,1900,2900,No,Sí,13600,Sí,Automotriz,No,3
29113,876,2025,34000,12400,6200,5800,Débito,Ninguno,2200,1100,900,3200,800,4000,Sí,Sí,900,Sí,Ninguno,No,0
19017,876,2026,5200,13400,4400,8900,Ninguna,Ninguno,4000,1100,700,900,1800,2100,Sí,Sí,400,No,Ninguno,No,1
32725,877,2023,8900,6700,5700,2000,Ninguna,Ninguno,4700,1100,400,800,500,5400,No,No,600,Sí,Tarjeta,No,1
41546,877,2024,15200,2400,5100,9300,Ninguna,Banamex,2800,2400,400,1000,900,3100,No,No,1000,No,Ninguno,No,1
33046,877,2025,10600,2200,4600,3500,Ninguna,Ninguno,4400,1400,1200,4200,700,3200,No,No,400,No,Ninguno,No,2
90871,877,2026,111200,20900,7200,48300,Ambas,Banorte,1600,1200,700,900,900,3200,No,No,6500,Sí,Ninguno,No,4
62900,878,2023,11400,12000,4400,9900,Débito,Ninguno,3700,2700,600,2700,900,1700,Sí,Sí,1300,No,Ninguno,No,0
33845,878,2024,111800,43600,23700,21900,Ambas,Banorte,1800,700,1400,2600,1000,7300,No,No,13200,Sí,Tarjeta,No,1
35162,878,2025,177900,121300,22000,68000,Débito,BBVA,3300,2300,1800,2000,2400,6100,Sí,Sí,21500,Sí,Ninguno,No,2
19607,878,2026,13400,2800,4500,1200,Ninguna,Ninguno,3100,1000,600,1400,1700,3200,No,No,1400,Sí,Ninguno,No,3
51132,879,2023,26500,14400,3700,4200,Crédito,Ninguno,4500,1100,400,900,1300,2800,No,No,1300,No,Ninguno,No,0
25128,879,2024,5400,9600,4800,2800,Ambas,Ninguno,2100,2400,200,2400,2100,4200,No,No,2600,No,Ninguno,No,1
70907,879,2025,9100,5600,4300,2100,Débito,BBVA,2000,1400,500,2300,1400,2500,No,No,1100,No,Ninguno,Sí,1
12752,879,2026,10000,13500,4700,7000,Ninguna,Ninguno,4400,1000,1400,4300,1700,2000,Sí,No,200,No,Ninguno,No,1
30297,880,2023,95900,49000,18900,36000,Ambas,BBVA,5200,2600,1300,3500,1000,2000,Sí,Sí,12700,Sí,Tarjeta,No,4
32245,880,2024,94300,23600,21500,43400,Ninguna,HSBC,3800,1100,1100,4100,1200,6200,Sí,No,6600,Sí,Personal,No,1
31568,880,2025,2500,1700,4600,8000,Ninguna,Ninguno,4400,2600,500,2000,1900,4600,No,Sí,500,Sí,Tarjeta,Sí,0
21658,880,2026,117400,70400,24300,20200,Débito,Banorte,3600,1000,800,1500,2000,2700,Sí,Sí,2200,No,Ninguno,No,2
21784,881,2023,47100,49000,7400,34800,Ambas,BBVA,2300,1200,1100,100,700,3500,Sí,Sí,10600,No,Ninguno,No,3
66180,881,2024,35600,20600,5500,16500,Ninguna,Banorte,3500,1600,1300,400,2100,3600,Sí,Sí,1200,Sí,Ninguno,Sí,2
17485,881,2025,3700,1600,4400,1800,Débito,Banorte,4000,1500,800,1100,2100,8400,Sí,No,1000,No,Ninguno,Sí,0
61786,881,2026,91800,29100,5100,18700,Ambas,BBVA,2300,2500,1300,300,500,4400,Sí,Sí,12200,Sí,Automotriz,No,3
97774,882,2023,8400,5800,4200,4000,Ninguna,BBVA,3400,800,1200,200,1000,2800,Sí,Sí,1500,No,Ninguno,Sí,0
87143,882,2024,1800,12700,3400,4700,Ninguna,Banorte,3900,800,2100,2100,2200,5300,No,No,1100,No,Ninguno,No,1
77266,882,2025,15200,1300,4800,3500,Ninguna,Ninguno,2700,900,200,2500,1000,2500,No,No,2400,No,Ninguno,No,1
71609,882,2026,120500,74800,10400,40100,Ninguna,Ninguno,1900,2200,1900,1200,1600,4000,Sí,No,36800,No,Ninguno,No,3
33186,883,2023,107800,52200,17900,39200,Ambas,Banorte,3000,1400,1900,600,1900,4900,Sí,No,22100,Sí,Hipotecario,No,3
18067,883,2024,76900,45400,21800,14100,Débito,HSBC,3100,1300,800,700,700,4700,Sí,No,12900,No,Ninguno,Sí,3
57183,883,2025,92800,14900,16400,27400,Ninguna,BBVA,2800,1800,1400,900,700,7600,No,Sí,12100,Sí,Personal,No,1
52198,883,2026,5500,9200,6000,6800,Ninguna,Ninguno,4000,1100,500,700,200,4100,Sí,Sí,200,No,Ninguno,Sí,0
88322,884,2023,207200,31400,54400,53100,Débito,HSBC,1900,2100,1000,800,1200,3800,Sí,No,22200,Sí,Ninguno,No,3
98047,884,2024,77000,40200,9200,11500,Ninguna,BanBajío,3600,2600,1100,200,1800,6500,Sí,No,11800,No,Ninguno,No,1
35357,884,2025,8600,2600,5600,400,Débito,Ninguno,1900,1200,700,1100,900,8100,No,No,700,No,Ninguno,No,1
56071,884,2026,63400,55400,9500,44200,Ninguna,HSBC,2300,700,700,1800,400,4600,Sí,No,25000,No,Ninguno,No,1
13393,885,2023,38300,6100,13000,8000,Ambas,Banorte,3800,1500,1900,3200,1400,4900,No,No,3600,Sí,Ninguno,No,2
55369,885,2024,234500,64600,43700,10000,Ambas,BanBajío,2000,1400,500,2700,1200,7400,Sí,No,25100,Sí,Tarjeta,No,1
34141,885,2025,73800,5500,7300,13500,Ambas,BBVA,1600,600,1000,900,600,2900,Sí,Sí,4600,No,Ninguno,Sí,3
54097,885,2026,8500,2900,4400,4800,Ninguna,Ninguno,4300,600,900,2800,700,3800,Sí,No,3800,No,Ninguno,No,1
85587,886,2023,183000,168300,32200,18700,Ambas,BBVA,2100,2600,100,2100,2700,2800,Sí,No,31300,No,Ninguno,Sí,1
53422,886,2024,81100,43500,6900,13700,Ambas,Ninguno,2200,1800,500,1600,300,6000,No,No,13000,Sí,Ninguno,No,2
56702,886,2025,71900,55300,11500,38200,Débito,BanBajío,2000,700,1200,900,400,5200,No,No,6100,No,Ninguno,No,3
52347,886,2026,99700,17100,16800,23300,Débito,Ninguno,3500,1100,800,2600,800,5100,Sí,Sí,13500,No,Ninguno,Sí,4
62986,887,2023,59300,21700,11500,19200,Ambas,Banorte,4900,1700,600,1600,1400,5700,Sí,No,17800,Sí,Tarjeta,Sí,4
27648,887,2024,127400,24500,9000,18200,Débito,Ninguno,3100,1000,1800,900,1300,2000,Sí,No,11600,Sí,Ninguno,No,1
55061,887,2025,11100,3800,5200,3700,Débito,Ninguno,2700,2200,2200,1500,400,3900,No,No,2800,No,Ninguno,No,3
65539,887,2026,84900,14900,23600,33600,Ninguna,BanBajío,4800,1700,1400,3400,2300,8200,Sí,No,11100,Sí,Ninguno,No,4
57519,888,2023,91800,25400,13500,22000,Ambas,Banamex,4000,700,200,1000,2000,2300,Sí,Sí,3800,No,Ninguno,No,2
37437,888,2024,30600,22500,6300,14800,Ambas,HSBC,3600,1600,900,1400,300,2100,No,No,4000,Sí,Automotriz,No,1
89046,888,2025,84700,30000,13300,7700,Débito,Santander,1500,900,700,1000,2800,2000,Sí,No,12300,Sí,Hipotecario,Sí,2
11353,888,2026,58200,30100,10700,11800,Débito,Banorte,3000,1800,1200,1400,1900,6900,No,Sí,6000,Sí,Personal,No,2
42062,889,2023,5000,3700,5100,900,Ninguna,Banorte,2100,1100,1600,2200,900,3700,Sí,Sí,1000,No,Ninguno,Sí,1
70302,889,2024,126600,12500,15300,14800,Débito,BBVA,4900,1500,900,1700,1000,3100,Sí,Sí,19300,Sí,Ninguno,No,2
40008,889,2025,151700,15600,8200,37400,Ambas,Banamex,3700,2100,800,1800,800,2800,Sí,No,6800,Sí,Hipotecario,No,3
79687,889,2026,51200,37500,9300,17900,Ambas,BBVA,2800,1000,2200,300,2300,4200,No,Sí,17800,Sí,Personal,No,3
37366,890,2023,76000,17800,9600,14000,Crédito,HSBC,3200,600,400,2500,1000,8000,No,Sí,3300,No,Ninguno,Sí,5
23822,890,2024,1000,10100,5300,1200,Ninguna,Ninguno,5700,1000,1800,900,2800,3200,No,No,1200,No,Ninguno,No,1
14920,890,2025,114700,57600,22700,9600,Ambas,BBVA,3300,400,1300,1200,1000,4200,Sí,Sí,4400,No,Ninguno,No,1
51384,890,2026,71200,69000,14900,13400,Ambas,Banamex,1400,1000,600,1900,800,4400,Sí,No,13400,No,Ninguno,No,1
83455,891,2023,54400,7300,16100,17700,Ambas,Banorte,3000,1100,1700,1400,900,2500,Sí,No,8500,No,Ninguno,No,3
68157,891,2024,161800,69900,30100,50700,Débito,Banorte,2700,900,700,1800,1400,2100,Sí,No,32400,No,Ninguno,No,1
79712,891,2025,168300,68900,10000,3200,Ambas,BBVA,2600,2200,600,1900,1200,5000,Sí,Sí,18600,Sí,Ninguno,No,3
58299,891,2026,178600,90200,24300,49300,Ambas,BBVA,1500,1500,400,2400,2500,3000,Sí,Sí,19100,Sí,Ninguno,No,1
75433,892,2023,72100,21700,9200,24500,Ambas,Banorte,2300,2300,300,700,800,6300,No,Sí,12500,Sí,Personal,No,1
12257,892,2024,63100,28200,15100,18800,Ambas,Ninguno,3400,1400,700,2900,500,3900,Sí,Sí,1000,Sí,Hipotecario,Sí,2
30590,892,2025,55200,4500,9800,25700,Ambas,HSBC,4400,1600,1900,1200,2000,2000,Sí,No,10900,Sí,Personal,No,3
97411,892,2026,172600,96800,18900,25600,Ambas,Banamex,3500,2100,400,1100,2000,7000,No,Sí,10500,Sí,Tarjeta,No,4
69174,893,2023,129600,15200,17900,53000,Ambas,BanBajío,2100,1300,700,1000,1000,2200,Sí,No,13600,No,Ninguno,No,3
51014,893,2024,38300,23100,7000,8300,Débito,BanBajío,2300,1700,1500,3300,900,3200,Sí,No,4500,No,Ninguno,No,1
52821,893,2025,6900,5100,4700,2900,Débito,Banamex,2000,800,1600,1300,700,3800,No,No,1900,No,Ninguno,No,0
50516,893,2026,71200,9000,7100,16900,Débito,BBVA,2300,1200,500,900,800,1900,No,No,8400,No,Ninguno,No,2
86073,894,2023,163300,32600,24200,122900,Ambas,Banorte,2400,1500,1800,3200,1100,6100,No,No,37900,No,Ninguno,No,2
99489,894,2024,58700,11000,5400,22100,Ninguna,Santander,4300,1700,1200,3600,900,5600,Sí,No,5400,No,Ninguno,No,3
56043,894,2025,7300,7300,5000,4100,Ninguna,BBVA,5400,1200,1600,1000,2600,2500,Sí,No,1400,Sí,Personal,Sí,2
